census_tract,_rm_per_1000,rm_no,county_code,county,state_code,census_tract_np,census_tract_period,total_population,62yr_pp_pct,median_age,hispanic_pp_pct,non_hispanic_black_pp_pct
06073017014,15.276145710928319,39,06073, San Diego County,CA,17014,170.14,2553,79.2%,72.9,8.4%,1.2%
06073019808,12.632062471290766,55,06073, San Diego County,CA,19808,198.08,4354,55.8%,66.3,5.6%,0.0%
06073018512,11.363636363636363,45,06073, San Diego County,CA,18512,185.12,3960,51.8%,63.3,24.8%,6.8%
06073017306,9.43009430094301,23,06073, San Diego County,CA,17306,173.06,2439,32.6%,54.4,7.7%,0.0%
06073017019,8.392027573804885,56,06073, San Diego County,CA,17019,170.19,6673,51.4%,62.8,10.1%,2.1%
06073018803,7.8496178475521585,38,06073, San Diego County,CA,18803,188.03,4841,27.5%,48.1,26.6%,1.1%
06073014804,6.809338521400778,28,06073, San Diego County,CA,14804,148.04,4112,26.6%,42,25.5%,5.4%
06073017403,6.361085126286248,34,06073, San Diego County,CA,17403,174.03,5345,27.3%,48.1,11.3%,0.0%
06073019804,6.346328195829556,28,06073, San Diego County,CA,19804,198.04,4412,24.0%,47.1,10.8%,0.2%
06073017200,6.277609858172518,27,06073, San Diego County,CA,17200,172,4301,30.0%,49.4,10.8%,1.2%
06073020026,6.05245460659045,27,06073, San Diego County,CA,20026,200.26,4461,25.9%,46.1,16.1%,2.4%
06073018608,6.0455192034139404,17,06073, San Diego County,CA,18608,186.08,2812,22.6%,42.5,21.3%,5.0%
06073019001,5.824910056535892,34,06073, San Diego County,CA,19001,190.01,5837,40.4%,55.4,19.8%,0.0%
06073020304,5.57757228827242,38,06073, San Diego County,CA,20304,203.04,6813,24.7%,44.3,23.4%,0.6%
06073018802,5.528846153846154,46,06073, San Diego County,CA,18802,188.02,8320,37.4%,53.5,14.4%,1.1%
06073019809,5.517933283170303,22,06073, San Diego County,CA,19809,198.09,3987,35.4%,55.1,12.4%,1.6%
06073002903,5.457702803274621,22,06073, San Diego County,CA,2903,29.03,4031,14.3%,38.7,41.6%,9.5%
06073020401,5.434782608695652,12,06073, San Diego County,CA,20401,204.01,2208,36.9%,56.4,12.6%,0.6%
06073008303,5.434782608695652,19,06073, San Diego County,CA,8303,83.03,3496,44.1%,57.8,8.1%,0.3%
06073019105,5.248425472358292,30,06073, San Diego County,CA,19105,191.05,5716,32.9%,50,17.8%,0.0%
06073016201,5.202526941657376,28,06073, San Diego County,CA,16201,162.01,5382,26.2%,44.4,17.5%,2.4%
06073008353,5.065263978180401,26,06073, San Diego County,CA,8353,83.53,5133,21.9%,44.3,16.5%,5.6%
06073019203,4.953998584571833,14,06073, San Diego County,CA,19203,192.03,2826,22.7%,40.8,27.8%,2.5%
06073017305,4.923076923076923,16,06073, San Diego County,CA,17305,173.05,3250,33.6%,48.9,4.5%,0.9%
06073017107,4.8712595685455815,14,06073, San Diego County,CA,17107,171.07,2874,21.7%,45.6,8.1%,0.1%
06073007100,4.851157662624035,22,06073, San Diego County,CA,7100,71,4535,38.5%,54.5,7.7%,2.8%
06073009704,4.771642808452625,28,06073, San Diego County,CA,9704,97.04,5868,25.4%,42.9,15.6%,4.1%
06073003001,4.716981132075471,22,06073, San Diego County,CA,3001,30.01,4664,15.1%,34.2,43.3%,37.0%
06073019302,4.6801872074882995,36,06073, San Diego County,CA,19302,193.02,7692,21.2%,39.5,23.2%,4.1%
06073019905,4.641448131817127,20,06073, San Diego County,CA,19905,199.05,4309,21.4%,39.2,23.0%,5.1%
06073017104,4.608294930875576,18,06073, San Diego County,CA,17104,171.04,3906,24.5%,44,12.9%,0.0%
06073018801,4.602403477371516,18,06073, San Diego County,CA,18801,188.01,3911,30.9%,49.9,21.5%,1.0%
06073002001,4.537205081669692,15,06073, San Diego County,CA,2001,20.01,3306,29.9%,52.7,6.7%,2.5%
06073000100,4.526349822179115,14,06073, San Diego County,CA,100,1,3093,38.6%,54.2,15.8%,0.0%
06073017809,4.5167118337850045,10,06073, San Diego County,CA,17809,178.09,2214,25.0%,44.5,12.1%,0.1%
06073020904,4.49842555105713,10,06073, San Diego County,CA,20904,209.04,2223,39.8%,57.2,13.5%,0.0%
06073018517,4.464285714285714,21,06073, San Diego County,CA,18517,185.17,4704,21.2%,40.6,28.4%,1.4%
06073020305,4.340138241440283,27,06073, San Diego County,CA,20305,203.05,6221,17.6%,36.1,26.2%,4.5%
06073017603,4.275165176836378,11,06073, San Diego County,CA,17603,176.03,2573,22.2%,44.8,31.1%,0.3%
06073017401,4.220893422441084,24,06073, San Diego County,CA,17401,174.01,5686,27.5%,45,10.3%,0.0%
06073015403,4.200076365024819,11,06073, San Diego County,CA,15403,154.03,2619,27.5%,46.4,5.7%,0.6%
06073017501,4.140786749482402,12,06073, San Diego County,CA,17501,175.01,2898,24.7%,40.9,15.3%,0.3%
06073008506,4.112554112554113,19,06073, San Diego County,CA,8506,85.06,4620,17.3%,39.1,24.0%,2.4%
06073008301,4.1039671682626535,12,06073, San Diego County,CA,8301,83.01,2924,38.6%,51.5,11.9%,2.0%
06073018515,3.9857352632683027,19,06073, San Diego County,CA,18515,185.15,4767,25.2%,42.1,16.4%,3.7%
06073017601,3.9398280802292263,22,06073, San Diego County,CA,17601,176.01,5584,41.2%,53.5,4.7%,0.2%
06073018100,3.9254170755642783,24,06073, San Diego County,CA,18100,181,6114,17.8%,39,26.1%,0.3%
06073016610,3.9196472317491424,16,06073, San Diego County,CA,16610,166.1,4082,12.0%,38.8,16.7%,1.3%
06073014805,3.900871959614502,17,06073, San Diego County,CA,14805,148.05,4358,14.9%,33,14.6%,6.2%
06073016612,3.87466307277628,23,06073, San Diego County,CA,16612,166.12,5936,18.3%,37.1,15.7%,1.4%
06073008501,3.8532417490366897,23,06073, San Diego County,CA,8501,85.01,5969,15.4%,34.7,17.0%,0.0%
06073009103,3.8489295164782296,16,06073, San Diego County,CA,9103,91.03,4157,23.7%,41.8,16.2%,0.6%
06073020015,3.799240151969606,19,06073, San Diego County,CA,20015,200.15,5001,23.1%,43.4,6.8%,0.8%
06073021800,3.745318352059925,9,06073, San Diego County,CA,21800,218,2403,28.9%,50.1,19.0%,0.3%
06073008512,3.727479809484365,18,06073, San Diego County,CA,8512,85.12,4829,24.4%,44.9,15.6%,1.7%
06073016613,3.721424774056353,7,06073, San Diego County,CA,16613,166.13,1881,16.9%,42.1,15.3%,1.3%
06073003101,3.711952487008166,15,06073, San Diego County,CA,3101,31.01,4041,15.6%,35.4,57.9%,33.4%
06073019103,3.6958817317845827,21,06073, San Diego County,CA,19103,191.03,5682,21.4%,41.2,25.9%,0.8%
06073018000,3.6832412523020257,12,06073, San Diego County,CA,18000,180,3258,26.8%,40.3,10.2%,0.5%
06073009801,3.6580670003850595,19,06073, San Diego County,CA,9801,98.01,5194,28.0%,46.7,14.2%,2.6%
06073010800,3.654970760233918,10,06073, San Diego County,CA,10800,108,2736,24.2%,48.8,11.8%,0.0%
06073015406,3.646677471636953,9,06073, San Diego County,CA,15406,154.06,2468,28.2%,48.3,17.6%,0.2%
06073013601,3.621314019658562,21,06073, San Diego County,CA,13601,136.01,5799,20.3%,39.5,34.7%,9.6%
06073020903,3.61247947454844,11,06073, San Diego County,CA,20903,209.03,3045,39.8%,56.7,11.5%,1.2%
06073003212,3.610977371208474,15,06073, San Diego County,CA,3212,32.12,4154,21.0%,41.1,40.7%,10.3%
06073009602,3.593675131768088,15,06073, San Diego County,CA,9602,96.02,4174,24.3%,42.5,18.4%,4.2%
06073008510,3.5295778624876464,25,06073, San Diego County,CA,8510,85.1,7083,20.8%,39,23.1%,4.2%
06073008324,3.4597287572654305,25,06073, San Diego County,CA,8324,83.24,7226,27.4%,47.1,4.8%,1.8%
06073015200,3.4455340577789557,13,06073, San Diego County,CA,15200,152,3773,27.6%,47.2,22.2%,5.6%
06073008505,3.443957420162805,22,06073, San Diego County,CA,8505,85.05,6388,15.1%,37.3,28.7%,3.1%
06073017801,3.361590178310436,23,06073, San Diego County,CA,17801,178.01,6842,19.4%,41.8,18.2%,0.0%
06073021206,3.3598045204642637,11,06073, San Diego County,CA,21206,212.06,3274,23.3%,41.2,8.9%,0.0%
06073014500,3.3505154639175254,13,06073, San Diego County,CA,14500,145,3880,14.4%,32.7,39.4%,14.2%
06073020710,3.3003300330033003,6,06073, San Diego County,CA,20710,207.1,1818,30.4%,51.1,18.9%,1.2%
06073017051,3.2767925983037776,17,06073, San Diego County,CA,17051,170.51,5188,27.1%,44.8,11.1%,6.7%
06073017810,3.27653997378768,15,06073, San Diego County,CA,17810,178.1,4578,28.2%,49.4,6.7%,1.4%
06073003103,3.276003276003276,20,06073, San Diego County,CA,3103,31.03,6105,19.6%,38.1,43.5%,29.2%
06073014101,3.2640949554896146,11,06073, San Diego County,CA,14101,141.01,3370,18.2%,36,46.1%,4.5%
06073008509,3.256886958881802,24,06073, San Diego County,CA,8509,85.09,7369,20.2%,34.3,21.0%,6.9%
06073015100,3.2546786004882016,16,06073, San Diego County,CA,15100,151,4916,16.9%,35.7,19.6%,7.2%
06073010501,3.232062055591467,5,06073, San Diego County,CA,10501,105.01,1547,24.5%,44.6,39.0%,0.0%
06073009804,3.216042376087779,17,06073, San Diego County,CA,9804,98.04,5286,25.1%,44.4,15.5%,1.2%
06073013503,3.1923383878691145,20,06073, San Diego County,CA,13503,135.03,6265,18.1%,37.8,42.0%,14.2%
06073018504,3.184230477634572,21,06073, San Diego County,CA,18504,185.04,6595,17.8%,43,19.0%,1.2%
06073009805,3.1840796019900495,16,06073, San Diego County,CA,9805,98.05,5025,26.6%,43,14.2%,2.1%
06073008513,3.1824611032531824,9,06073, San Diego County,CA,8513,85.13,2828,24.3%,45,11.6%,2.3%
06073019806,3.162805408397248,40,06073, San Diego County,CA,19806,198.06,12647,17.6%,37.1,24.3%,2.2%
06073019602,3.1498980915323327,17,06073, San Diego County,CA,19602,196.02,5397,17.9%,38.9,43.1%,4.0%
06073001500,3.135615364515286,12,06073, San Diego County,CA,1500,15,3827,11.6%,35.5,24.3%,3.5%
06073010300,3.121516164994426,14,06073, San Diego County,CA,10300,103,4485,15.7%,32.1,44.7%,0.7%
06073020709,3.117879841707639,26,06073, San Diego County,CA,20709,207.09,8339,16.8%,40.3,30.7%,1.5%
06073009101,3.0879245896310743,19,06073, San Diego County,CA,9101,91.01,6153,24.7%,45,11.7%,1.9%
06073017108,3.0870549495781026,15,06073, San Diego County,CA,17108,171.08,4859,21.3%,43.3,10.7%,1.0%
06073013606,3.0864197530864197,20,06073, San Diego County,CA,13606,136.06,6480,23.7%,39,19.3%,4.7%
06073016606,3.076923076923077,11,06073, San Diego County,CA,16606,166.06,3575,16.5%,38.5,21.3%,0.6%
06073020107,3.0588835075197554,12,06073, San Diego County,CA,20107,201.07,3923,14.9%,36.4,39.1%,0.7%
06073020103,3.041899715435188,31,06073, San Diego County,CA,20103,201.03,10191,22.0%,45.2,24.6%,1.3%
06073019904,3.0364372469635628,21,06073, San Diego County,CA,19904,199.04,6916,17.7%,37.2,21.6%,0.0%
06073017047,3.021908839083354,12,06073, San Diego County,CA,17047,170.47,3971,19.2%,43.5,13.8%,0.7%
06073004200,3.020187569543793,19,06073, San Diego County,CA,4200,42,6291,20.1%,38,28.6%,7.6%
06073009506,2.9908139286477247,14,06073, San Diego County,CA,9506,95.06,4681,19.6%,43.2,14.1%,3.0%
06073007702,2.9880478087649402,12,06073, San Diego County,CA,7702,77.02,4016,12.7%,33.4,8.2%,0.7%
06073009802,2.9784065524944157,20,06073, San Diego County,CA,9802,98.02,6715,16.0%,35.9,24.4%,6.5%
06073006100,2.9535864978902953,7,06073, San Diego County,CA,6100,61,2370,21.4%,38.4,20.4%,9.4%
06073017808,2.9311940759024995,19,06073, San Diego County,CA,17808,178.08,6482,30.9%,49.1,7.7%,0.0%
06073008102,2.9299736302373276,10,06073, San Diego County,CA,8102,81.02,3413,22.9%,45.9,7.0%,0.0%
06073008101,2.9255319148936167,11,06073, San Diego County,CA,8101,81.01,3760,21.5%,39.3,7.5%,0.5%
06073009706,2.9187817258883246,23,06073, San Diego County,CA,9706,97.06,7880,32.4%,46.5,15.6%,3.5%
06073008504,2.911431198283788,19,06073, San Diego County,CA,8504,85.04,6526,21.2%,37.4,21.1%,2.5%
06073013605,2.8906375461699056,18,06073, San Diego County,CA,13605,136.05,6227,26.2%,45.1,18.9%,0.6%
06073015602,2.87828947368421,7,06073, San Diego County,CA,15602,156.02,2432,23.9%,45.2,20.2%,0.9%
06073008502,2.859087814840027,21,06073, San Diego County,CA,8502,85.02,7345,18.9%,36.5,26.5%,1.0%
06073020405,2.8530670470756063,10,06073, San Diego County,CA,20405,204.05,3505,37.0%,55.1,20.5%,0.5%
06073009301,2.8368794326241136,14,06073, San Diego County,CA,9301,93.01,4935,14.3%,31.4,20.0%,2.2%
06073018300,2.831524303916942,6,06073, San Diego County,CA,18300,183,2119,27.3%,46.1,14.8%,2.9%
06073008306,2.820432466311501,9,06073, San Diego County,CA,8306,83.06,3191,30.1%,50.4,8.5%,0.0%
06073009104,2.817783343769568,9,06073, San Diego County,CA,9104,91.04,3194,23.6%,44.1,17.6%,1.0%
06073019805,2.8142589118198873,12,06073, San Diego County,CA,19805,198.05,4264,26.6%,38.7,42.3%,1.7%
06073011000,2.803476310625175,10,06073, San Diego County,CA,11000,110,3567,30.7%,44.6,15.9%,0.1%
06073018514,2.7923601027588516,25,06073, San Diego County,CA,18514,185.14,8953,19.2%,41.3,26.3%,11.6%
06073020811,2.7868852459016398,17,06073, San Diego County,CA,20811,208.11,6100,18.5%,41.9,15.0%,0.4%
06073007600,2.7652086475615887,11,06073, San Diego County,CA,7600,76,3978,19.4%,34.7,12.4%,1.2%
06073019002,2.758620689655172,6,06073, San Diego County,CA,19002,190.02,2175,23.1%,44.6,37.5%,2.1%
06073001900,2.7514521553041886,9,06073, San Diego County,CA,1900,19,3271,17.9%,40.3,21.5%,4.0%
06073013312,2.7461749705766967,7,06073, San Diego County,CA,13312,133.12,2549,15.7%,35.3,73.6%,6.6%
06073017813,2.73768043802887,11,06073, San Diego County,CA,17813,178.13,4018,30.5%,49.6,7.3%,0.0%
06073006900,2.733173898189272,16,06073, San Diego County,CA,6900,69,5854,17.3%,38.6,11.0%,0.3%
06073017006,2.705444707473791,8,06073, San Diego County,CA,17006,170.06,2957,28.8%,50.5,4.1%,3.0%
06073015501,2.7027027027027026,14,06073, San Diego County,CA,15501,155.01,5180,24.1%,43.6,23.7%,0.4%
06073017041,2.7013337835556306,16,06073, San Diego County,CA,17041,170.41,5923,17.4%,38.5,13.8%,3.7%
06073017811,2.700675168792198,18,06073, San Diego County,CA,17811,178.11,6665,17.7%,40.5,11.8%,0.3%
06073020106,2.6997840172786174,10,06073, San Diego County,CA,20106,201.06,3704,16.1%,41.4,48.3%,0.2%
06073010900,2.697841726618705,6,06073, San Diego County,CA,10900,109,2224,32.6%,51.2,8.7%,3.7%
06073013301,2.6897214217098946,14,06073, San Diego County,CA,13301,133.01,5205,15.8%,36.7,61.8%,2.7%
06073020014,2.6802807913209956,21,06073, San Diego County,CA,20014,200.14,7835,22.6%,44.5,11.7%,1.6%
06073019301,2.676181980374665,18,06073, San Diego County,CA,19301,193.01,6726,18.1%,38.9,27.4%,2.7%
06073008347,2.6737967914438503,20,06073, San Diego County,CA,8347,83.47,7480,17.5%,39,15.5%,1.7%
06073019406,2.6595744680851063,13,06073, San Diego County,CA,19406,194.06,4888,16.8%,36.3,52.0%,2.6%
06073002803,2.6546865427812945,13,06073, San Diego County,CA,2803,28.03,4897,20.0%,37.3,28.1%,8.1%
06073000201,2.6441036488630356,5,06073, San Diego County,CA,201,2.01,1891,34.3%,49.4,7.4%,0.5%
06073019701,2.633767673967286,19,06073, San Diego County,CA,19701,197.01,7214,13.4%,34.4,29.1%,5.9%
06073016617,2.6064291920069507,9,06073, San Diego County,CA,16617,166.17,3453,26.0%,42.6,19.7%,2.9%
06073012900,2.592912705272256,9,06073, San Diego County,CA,12900,129,3471,18.5%,38.2,59.9%,3.3%
06073017029,2.573701450631727,22,06073, San Diego County,CA,17029,170.29,8548,21.8%,47.2,8.2%,0.0%
06073020807,2.573529411764706,7,06073, San Diego County,CA,20807,208.07,2720,26.3%,46.6,11.0%,0.8%
06073007002,2.569043031470777,8,06073, San Diego County,CA,7002,70.02,3114,33.5%,51.1,9.4%,6.8%
06073017022,2.5598829767782045,14,06073, San Diego County,CA,17022,170.22,5469,20.9%,40.2,8.7%,2.5%
06073016608,2.557544757033248,7,06073, San Diego County,CA,16608,166.08,2737,18.7%,40.2,12.4%,8.1%
06073018601,2.549626661810235,14,06073, San Diego County,CA,18601,186.01,5491,15.5%,38.9,27.8%,3.9%
06073018513,2.519907267412559,25,06073, San Diego County,CA,18513,185.13,9921,16.1%,34,28.7%,5.0%
06073017110,2.5197379472534855,30,06073, San Diego County,CA,17110,171.1,11906,15.8%,40.4,17.8%,1.8%
06073020810,2.4861350162554983,13,06073, San Diego County,CA,20810,208.1,5229,16.4%,42.4,11.0%,1.5%
06073018510,2.4857954545454546,7,06073, San Diego County,CA,18510,185.1,2816,14.4%,38.5,45.6%,4.5%
06073009604,2.4807056229327453,9,06073, San Diego County,CA,9604,96.04,3628,15.5%,39.5,25.4%,8.6%
06073010003,2.46669955599408,15,06073, San Diego County,CA,10003,100.03,6081,23.1%,39.4,66.6%,2.0%
06073013701,2.466091245376079,6,06073, San Diego County,CA,13701,137.01,2433,30.4%,50.7,18.2%,6.0%
06073008503,2.4520409635078613,17,06073, San Diego County,CA,8503,85.03,6933,19.8%,39.7,30.9%,0.0%
06073008600,2.439685551640011,18,06073, San Diego County,CA,8600,86,7378,11.0%,32.9,49.1%,6.4%
06073003204,2.4353120243531206,8,06073, San Diego County,CA,3204,32.04,3285,27.2%,37.8,58.8%,4.1%
06073000202,2.42184059885513,11,06073, San Diego County,CA,202,2.02,4542,19.4%,41.2,13.6%,0.1%
06073005400,2.4087221095334685,19,06073, San Diego County,CA,5400,54,7888,34.1%,51.9,13.9%,7.5%
06073017031,2.398081534772182,10,06073, San Diego County,CA,17031,170.31,4170,11.2%,35.5,19.4%,0.0%
06073017404,2.3947034793632906,17,06073, San Diego County,CA,17404,174.04,7099,26.9%,46.7,13.7%,1.3%
06073017303,2.3874488403819916,7,06073, San Diego County,CA,17303,173.03,2932,24.9%,48.5,10.8%,1.6%
06073008311,2.3841961852861036,7,06073, San Diego County,CA,8311,83.11,2936,34.7%,53.8,8.4%,0.2%
06073014002,2.375767174816868,12,06073, San Diego County,CA,14002,140.02,5051,16.1%,32.5,47.0%,12.5%
06073019702,2.366863905325444,12,06073, San Diego County,CA,19702,197.02,5070,18.6%,39.7,27.6%,1.2%
06073006000,2.3584905660377355,9,06073, San Diego County,CA,6000,60,3816,34.5%,53.4,8.5%,1.3%
06073013416,2.346866932644919,10,06073, San Diego County,CA,13416,134.16,4261,18.9%,35.6,46.8%,9.7%
06073013903,2.3261223540358222,10,06073, San Diego County,CA,13903,139.03,4299,23.2%,38.4,41.6%,9.6%
06073010601,2.3223409196470044,5,06073, San Diego County,CA,10601,106.01,2153,43.3%,59.9,17.3%,1.5%
06073018905,2.3218691046292266,16,06073, San Diego County,CA,18905,189.05,6891,11.5%,29.9,64.1%,2.8%
06073016810,2.316346790205162,7,06073, San Diego County,CA,16810,168.1,3022,18.9%,41.3,12.7%,0.0%
06073008307,2.2994379151762905,9,06073, San Diego County,CA,8307,83.07,3914,28.6%,46.7,13.3%,2.0%
06073002002,2.2988505747126435,6,06073, San Diego County,CA,2002,20.02,2610,16.7%,39.5,17.5%,3.1%
06073019106,2.276176024279211,24,06073, San Diego County,CA,19106,191.06,10544,15.1%,35.7,34.0%,0.6%
06073003003,2.27312467214548,13,06073, San Diego County,CA,3003,30.03,5719,16.2%,35.1,52.2%,16.8%
06073008312,2.2675736961451247,8,06073, San Diego County,CA,8312,83.12,3528,37.1%,55.3,7.0%,1.0%
06073009505,2.2459292532285233,16,06073, San Diego County,CA,9505,95.05,7124,21.3%,41.1,10.8%,2.8%
06073008345,2.243270189431705,9,06073, San Diego County,CA,8345,83.45,4012,33.5%,46.9,12.2%,2.3%
06073008902,2.2411474675033616,5,06073, San Diego County,CA,8902,89.02,2231,17.1%,33,24.2%,6.1%
06073021304,2.223045572434235,6,06073, San Diego County,CA,21304,213.04,2699,29.9%,50,23.2%,2.7%
06073017036,2.2185246810870773,8,06073, San Diego County,CA,17036,170.36,3606,18.5%,36.4,11.7%,4.9%
