activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2021,549300CK7U1WMTIG6687,31084,CA,06037,06037553100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,2,31,1,1,1,2,345000.0,,,,3,,,,,,,,2,2,2,2,2,625000,1,1,3,5,1,,31.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,5,,,,6723,75.61,80000,103,947,1527,50
2021,549300CK7U1WMTIG6687,31084,CA,06037,06037550100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,2,0,2,2,31,1,1,1,2,345000.0,,2.485,,3,,,,,,,,2,2,2,2,2,665000,1,1,3,5,1,,11.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,7941,92.48,80000,118,1561,1835,61
2021,549300CK7U1WMTIG6687,31084,CA,06037,06037535702,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,4,0,2,2,32,1,1,1,2,345000.0,,,,3,,,,,,,,2,2,2,2,2,,1,1,3,5,1,,20.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,4492,94.9,80000,55,388,1132,59
2021,549300CK7U1WMTIG6687,31084,CA,06037,06037552302,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,71,2,2,32,1,1,1,2,345000.0,,2.52,,3,,,,,,,,2,2,2,2,2,665000,1,1,3,5,1,,35.0,,9,9,1,,,,,3.0,,,,,2,2,5.0,,,,,6.0,,,,,2,2,1,3,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,3759,83.26999999999998,80000,132,575,788,53
2021,2549001SI0EMFPT39035,31084,CA,06037,06037408722,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,71,2,1,31,1,1,1,2,345000.0,,,,2,,,,,,,,,1,1,1,1,,1,1,3,5,1,,9015.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,8888,8888,,,1,1,6,,,,,10,,,,4633,86.26999999999998,80000,119,1048,1308,49
2021,549300CR5XDK0TP7I727,31084,CA,06037,06037570202,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,71,2,2,31,1,1,1,2,345000.0,,2.467,,3,,,,,,,,,2,2,2,2,595000,1,1,3,5,1,,51.0,,3,1,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,1,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,6168,90.71,80000,83,909,1446,61
2021,549300CR5XDK0TP7I727,31084,CA,06037,06037500900,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,31,1,1,1,2,345000.0,,2.215,,3,,,,,,,,,2,2,2,2,535000,1,1,3,5,1,,46.0,,1,10,1,14.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,6010,96.24,80000,88,842,1244,58
2021,549300CR5XDK0TP7I727,31084,CA,06037,06037552100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,31,1,1,2,2,345000.0,,3.18,,3,,,,,,,,,2,2,2,2,595000,1,1,3,5,1,,55.0,,2,10,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,6161,85.0,80000,105,1025,1316,57
2021,549300CR5XDK0TP7I727,31084,CA,06037,06037502301,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,71,2,2,31,1,1,1,2,345000.0,,2.05,,3,,,,,,,,2,2,2,2,2,565000,1,1,3,5,1,,57.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,2,1,6,,,,,10,,,,6234,96.62,80000,110,1064,1390,59
2021,549300RBX56T2MW5HO19,31084,CA,06037,06037432101,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,9,2,2,31,1,1,2,2,345000.0,42.22,2.46,,3,,,,,,,,2,2,2,2,2,815000,1,1,3,5,1,,,,9,9,13,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,4332,80.33,80000,134,1038,1373,58
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037408003,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,4,0,2,2,4,1,1,1,2,345000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,12.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,4807,87.65999999999998,80000,165,1002,1282,54
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037503802,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,31,1,1,2,2,345000.0,,2.43,,3,,,,,,,,1,2,2,2,2,655000,1,1,3,5,1,,23.0,,9,10,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,2,2,6,,,,,10,,,,5081,69.83,80000,136,1380,1294,54
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037574100,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,3,0,2,2,31,1,1,2,2,345000.0,,,,3,,,,,,,,,2,2,2,2,715000,1,1,3,5,1,,30.0,,9,10,11,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,9,,,,5265,33.16,80000,151,1515,1936,0
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037555001,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,31,1,1,2,2,345000.0,,3.31,,3,,,,,,,,,2,2,2,2,655000,1,1,3,5,1,,39.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,55-64,9999,Yes,,2,1,6,,,,,10,,,,5465,81.17,80000,101,1009,1489,52
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037543601,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,4,0,2,2,31,1,1,2,2,345000.0,,,,3,,,,,,,,,2,2,2,2,,1,1,3,5,1,,26.0,,9,9,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,4135,87.15999999999998,80000,139,760,930,49
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037430102,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,345000.0,,1.945,,3,,,,,,,,1,2,2,2,2,595000,1,1,3,5,1,,23.0,,9,10,11,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,5220,90.4,80000,99,748,1143,60
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037544001,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,4,0,2,2,31,1,1,2,2,345000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,17.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,4409,94.78,80000,84,773,1062,63
2021,549300OPCWU6E72WUT29,31084,CA,06037,06037119800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,71,2,2,31,1,1,1,2,345000.0,,3.04,,3,,,,,,,,2,2,2,2,2,695000,1,1,3,5,1,,28.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,6479,93.52,80000,116,1016,1379,58
2021,549300OPCWU6E72WUT29,31084,CA,06037,06037201504,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,71,2,2,31,1,1,1,2,345000.0,,3.09,,3,,,,,,,,2,2,2,2,2,665000,1,1,3,5,1,,29.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,2,1,6,,,,,10,,,,2044,92.03,80000,60,316,624,58
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037104821,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,1,8,2,2,31,1,1,1,2,345000.0,,1.705,,3,,,,,,,,1,2,2,2,2,605000,1,1,3,5,1,,32.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,6.0,,,,,6.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,3283,94.85,80000,76,336,459,54
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037502602,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,8,2,2,31,1,1,1,2,345000.0,,2.445,,3,,,,,,,,12,2,2,2,2,615000,1,1,3,5,1,,25.0,,9,9,11,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,4565,91.59,80000,103,676,835,58
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037104810,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,1,8,2,2,31,1,1,1,2,345000.0,,2.76,,3,,,,,,,,1,2,2,2,2,705000,1,1,3,5,1,,28.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,6.0,,,,,6.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,2,6,,,,,10,,,,5798,96.41,80000,96,660,1053,60
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037601801,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,8,2,2,31,1,1,1,2,345000.0,,2.3,,3,,,,,,,,1,2,2,2,2,625000,1,1,3,5,1,,24.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,2,1,6,,,,,10,,,,3677,99.48,80000,52,323,833,66
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037119001,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,3,0,2,2,31,1,1,1,2,345000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,30.0,,9,9,14,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,5,,,,3941,89.51999999999998,80000,119,757,987,58
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037433403,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,8,2,2,31,1,1,1,2,345000.0,,3.33,,3,,,,,,,,12,2,2,2,2,655000,1,1,3,5,1,,24.0,,9,9,1,,,,,1.0,,,,,1,1,5.0,,,,,5.0,,,,,1,1,1,2,1,1,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,4598,98.56,80000,54,286,1040,56
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037117404,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,2,31,1,1,1,2,345000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,42.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,55-64,Yes,Yes,2,2,6,,,,,5,,,,4197,66.09,80000,141,899,1204,54
2021,549300CR5XDK0TP7I727,31084,CA,06037,06037402301,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,71,2,2,32,1,1,1,2,345000.0,,2.465,,3,,,,,,,,,2,2,2,2,565000,1,1,3,5,2,,30.0,,1,2,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,>74,>74,Yes,Yes,2,1,6,,,,,10,,,,5777,90.32,80000,75,621,1281,59
2021,549300TINI6CL78UD591,31084,CA,06037,06037294200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,5,0,2,2,31,1,1,1,2,35000.0,,,,3,,,,,,,,,2,2,2,2,,1,1,3,5,1,,14.0,,9,9,1,14.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,5559,93.2,80000,105,814,1124,60
2021,549300TINI6CL78UD591,31084,CA,06037,06037430002,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,2,31,1,1,1,2,35000.0,,,,3,,,,,,,,,2,2,2,2,515000,1,1,3,5,1,,29.0,,9,9,1,,,,,5.0,,,,,1,4,5.0,,,,,8.0,,,,,1,4,2,5,1,4,65-74,9999,Yes,,1,1,6,,,,,5,,,,7100,70.83,80000,101,1374,2160,48
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037541400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,4,0,2,2,4,1,1,2,2,35000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,10.0,,9,9,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,7085,99.45,80000,60,642,1388,55
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037400204,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,2,31,1,1,2,2,35000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,66.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,6316,41.55,80000,198,1924,2168,31
2021,5493001FXF3J5C0QWQ87,31084,CA,06037,06037570002,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,31,1,1,1,2,355000.0,,3.43,,3,,,,,,,,1,2,2,2,2,635000,1,1,3,5,1,,25.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,3114,65.93,80000,147,729,923,68
2021,5493001FXF3J5C0QWQ87,31084,CA,06037,06037550700,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,1,2,2,2,31,1,1,1,2,355000.0,,3.155,,3,,,,,,,,1,2,2,2,2,575000,1,1,3,5,1,,29.0,,9,9,1,,,,,1.0,,,,,2,2,6.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,2,1,6,,,,,10,,,,6736,80.45,80000,143,1378,1737,60
2021,5493001FXF3J5C0QWQ87,31084,CA,06037,06037119900,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,4,0,2,2,31,1,1,1,2,355000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,19.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,5210,89.64,80000,113,786,1082,62
2021,549300TINI6CL78UD591,31084,CA,06037,06037219010,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,31,1,1,1,2,355000.0,,1.94,,3,,,,,,,,,2,2,2,2,715000,1,1,3,5,1,,14.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,2694,94.62,80000,78,396,796,76
2021,549300TINI6CL78UD591,31084,CA,06037,06037434003,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,31,1,1,2,2,355000.0,,3.31,,3,,,,,,,,,2,2,2,2,705000,1,1,3,5,1,,21.0,,9,9,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,4476,95.67,80000,65,475,1089,56
2021,549300TINI6CL78UD591,31084,CA,06037,06037800332,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,2,2,2,31,1,1,2,2,355000.0,,3.18,,3,,,,,,,,,2,2,2,2,715000,1,1,3,5,1,,63.0,,9,9,1,11.0,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,6571,16.56,80000,251,2016,2150,33
2021,549300TINI6CL78UD591,31084,CA,06037,06037500403,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,355000.0,,2.37,,3,,,,,,,,,2,2,2,2,645000,1,1,3,5,1,,21.0,,9,9,1,,,,,5.0,,,,,1,4,5.0,,,,,8.0,,,,,1,4,2,5,1,4,>74,9999,Yes,,1,1,6,,,,,10,,,,4483,94.78,80000,100,973,1061,57
2021,549300TINI6CL78UD591,31084,CA,06037,06037401602,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,1,2,2,2,31,1,1,1,2,355000.0,,2.56,,3,,,,,,,,,2,2,2,2,655000,1,1,3,5,1,,28.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,6.0,,,,,6.0,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,5964,57.73,80000,112,986,1867,49
2021,549300TINI6CL78UD591,31084,CA,06037,06037920118,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,355000.0,,1.92,,3,,,,,,,,,2,2,2,2,645000,1,1,3,5,1,,34.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,6268,45.69,80000,171,1550,1832,22
2021,549300TCY9QY8BRDQJ12,31084,CA,06037,06037106648,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,9,2,2,31,1,1,2,2,355000.0,,2.35,,3,,,,,,,,,2,2,2,2,,1,1,3,5,1,,,,2,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,1,2,6,,,,,10,,,,3994,97.62,80000,54,512,675,48
2021,549300CK7U1WMTIG6687,31084,CA,06037,06037106112,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,32,1,1,1,2,355000.0,,2.205,,3,,,,,,,,2,2,2,2,2,635000,1,1,3,5,1,,16.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,6009,84.01999999999998,80000,111,1277,1500,50
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037533703,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,4,0,2,2,4,1,1,1,2,355000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,7.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,4272,98.1,80000,58,303,919,68
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037535902,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,2,31,1,1,1,2,355000.0,,,,3,,,,,,,,12,2,2,2,2,,1,1,3,5,1,,29.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,2,1,6,,,,,10,,,,7998,96.3,80000,107,1212,1541,67
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037405600,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,2,2,355000.0,,2.205,,3,,,,,,,,1,2,2,2,2,675000,1,1,3,5,1,,27.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,55-64,Yes,Yes,2,1,6,,,,,10,,,,5795,84.37999999999998,80000,145,1234,1465,59
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037408211,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,4,0,2,2,31,1,1,2,2,355000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,18.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,5955,89.65999999999998,80000,72,870,1364,43
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037430101,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,31,1,1,2,2,355000.0,,3.06,,3,,,,,,,,,2,2,2,2,565000,1,1,3,5,1,,13.0,,9,10,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,5023,68.84,80000,97,653,998,43
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037543702,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,31,1,1,2,2,355000.0,,1.85,,3,,,,,,,,1,2,2,2,2,635000,1,1,3,5,1,,9.0,,9,10,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,7273,95.19,80000,113,1153,1798,59
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037104310,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,31,1,1,2,2,355000.0,,2.11,,3,,,,,,,,1,2,2,2,2,625000,1,1,3,5,1,,18.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,5158,99.05,80000,75,538,916,56
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037501501,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,0,2,2,31,1,1,2,2,355000.0,,2.77,,3,,,,,,,,1,2,2,2,2,705000,1,1,3,5,1,,30.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,2366,59.47,80000,170,775,845,54
2021,549300OPCWU6E72WUT29,31084,CA,06037,06037106020,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Joint,1,71,2,2,31,1,1,1,2,355000.0,,2.05,,3,,,,,,,,2,2,2,2,2,685000,1,1,3,5,1,,41.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,6.0,,,,,6.0,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,6279,86.7,80000,112,1259,1467,55
2021,549300OPCWU6E72WUT29,31084,CA,06037,06037232200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,71,2,2,31,1,1,1,2,355000.0,,2.83,,3,,,,,,,,2,2,2,2,2,705000,1,1,3,5,1,,28.0,,9,10,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,2786,99.17,80000,51,286,619,76
2021,549300OPCWU6E72WUT29,31084,CA,06037,06037128102,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,71,2,2,31,1,1,1,2,355000.0,,2.82,,3,,,,,,,,2,2,2,2,2,745000,1,1,3,5,1,,30.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,2,1,6,,,,,10,,,,4663,83.01999999999998,80000,52,323,598,47
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037543503,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,4,0,2,2,31,1,1,1,2,355000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,24.0,,9,9,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,5672,86.14,80000,112,1022,1133,45
