activity_year,lei,derived_msa-md,state_code,county_code,census_tract,conforming_loan_limit,derived_loan_product_type,derived_dwelling_category,derived_ethnicity,derived_race,derived_sex,action_taken,purchaser_type,preapproval,loan_type,loan_purpose,lien_status,reverse_mortgage,open-end_line_of_credit,business_or_commercial_purpose,loan_amount,loan_to_value_ratio,interest_rate,rate_spread,hoepa_status,total_loan_costs,total_points_and_fees,origination_charges,discount_points,lender_credits,loan_term,prepayment_penalty_term,intro_rate_period,negative_amortization,interest_only_payment,balloon_payment,other_nonamortizing_features,property_value,construction_method,occupancy_type,manufactured_home_secured_property_type,manufactured_home_land_property_interest,total_units,multifamily_affordable_units,income,debt_to_income_ratio,applicant_credit_score_type,co-applicant_credit_score_type,applicant_ethnicity-1,applicant_ethnicity-2,applicant_ethnicity-3,applicant_ethnicity-4,applicant_ethnicity-5,co-applicant_ethnicity-1,co-applicant_ethnicity-2,co-applicant_ethnicity-3,co-applicant_ethnicity-4,co-applicant_ethnicity-5,applicant_ethnicity_observed,co-applicant_ethnicity_observed,applicant_race-1,applicant_race-2,applicant_race-3,applicant_race-4,applicant_race-5,co-applicant_race-1,co-applicant_race-2,co-applicant_race-3,co-applicant_race-4,co-applicant_race-5,applicant_race_observed,co-applicant_race_observed,applicant_sex,co-applicant_sex,applicant_sex_observed,co-applicant_sex_observed,applicant_age,co-applicant_age,applicant_age_above_62,co-applicant_age_above_62,submission_of_application,initially_payable_to_institution,aus-1,aus-2,aus-3,aus-4,aus-5,denial_reason-1,denial_reason-2,denial_reason-3,denial_reason-4,tract_population,tract_minority_population_percent,ffiec_msa_md_median_family_income,tract_to_msa_income_percentage,tract_owner_occupied_units,tract_one_to_four_family_homes,tract_median_age_of_housing_units
2021,5493001FXF3J5C0QWQ87,31084,CA,06037,06037265420,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,5,2,1,31,1,1,2,2,1875000.0,,7.115,,3,,,,,,,,,2,2,2,2,3205000,1,1,3,5,1,,148.0,,1,1,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,2,1,6,,,,,10,,,,2141,28.68,80000,399,522,629,68
2021,549300TINI6CL78UD591,31084,CA,06037,06037552001,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,4,0,2,2,31,1,1,1,2,195000.0,,,,3,,,,,,,,,2,2,2,2,,1,1,3,5,1,,74.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,3997,87.56999999999998,80000,107,763,984,59
2021,549300TINI6CL78UD591,31084,CA,06037,06037540501,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,2,0,2,2,31,1,1,1,2,195000.0,,1.7,,3,,,,,,,,,2,2,2,2,465000,1,1,3,5,1,,16.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,1,1,6,,,,,10,,,,7395,93.74,80000,74,641,967,58
2021,549300TINI6CL78UD591,31084,CA,06037,06037533201,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,195000.0,,1.69,,3,,,,,,,,,2,2,2,2,545000,1,1,3,5,1,,20.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,2940,97.76,80000,58,152,596,63
2021,549300TINI6CL78UD591,31084,CA,06037,06037502902,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,195000.0,,2.23,,3,,,,,,,,,2,2,2,2,675000,1,1,3,5,1,,11.0,,9,9,1,11.0,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,4331,92.22,80000,81,436,833,56
2021,549300TINI6CL78UD591,31084,CA,06037,06037540501,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,195000.0,,1.65,,3,,,,,,,,,2,2,2,2,465000,1,1,3,5,1,,16.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,1,1,6,,,,,10,,,,7395,93.74,80000,74,641,967,58
2021,549300TINI6CL78UD591,31084,CA,06037,06037540300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,2,31,1,1,1,2,195000.0,,,,3,,,,,,,,,2,2,2,2,,1,1,3,5,1,,10.0,,9,9,1,14.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,>74,Yes,Yes,2,1,6,,,,,10,,,,4998,98.34,80000,71,513,970,65
2021,549300CR5XDK0TP7I727,31084,CA,06037,06037242300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,2,0,2,2,31,1,1,1,2,195000.0,,3.08,,3,,,,,,,,2,2,2,2,2,355000,1,1,3,5,1,,26.0,,9,10,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,4842,98.18,80000,54,395,838,55
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037433200,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,4,0,2,2,31,1,1,1,2,195000.0,,,,3,,,,,,,,12,2,2,2,2,,1,1,3,5,1,,1.0,,9,9,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,6482,94.21,80000,63,673,1407,61
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037407502,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,4,0,2,2,31,1,1,1,2,195000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,11.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,4105,94.37,80000,92,549,883,59
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037900606,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,0,2,2,4,1,1,2,2,195000.0,,2.73,,3,,,,,,,,1,2,2,2,2,355000,1,1,3,5,1,,16.0,,9,10,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,2,2,6,,,,,10,,,,4163,81.18999999999998,80000,60,437,1102,34
2021,5493001FXF3J5C0QWQ87,31084,CA,06037,06037910705,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,5,2,1,31,1,1,1,2,205000.0,,0.0,,3,,,,,,,,3,2,2,2,2,435000,1,1,3,5,1,,21.0,,2,1,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,55-64,55-64,Yes,Yes,2,1,6,,,,,10,,,,12916,86.62999999999998,80000,106,2151,3079,14
2021,549300JYXTZDSPJEPI44,31084,CA,06037,06037910716,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,32,1,1,2,2,205000.0,53.8,2.55,,3,,,,,,,,,2,2,2,2,385000,1,1,3,5,1,,18.0,50%-60%,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,5663,72.58,80000,89,1230,1774,23
2021,549300TINI6CL78UD591,31084,CA,06037,06037530801,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,2,2,2,31,1,1,1,2,205000.0,,2.51,,3,,,,,,,,,2,2,2,2,555000,1,1,3,5,1,,20.0,,9,9,1,11.0,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,1,1,6,,,,,10,,,,5587,96.38,80000,69,503,1504,71
2021,549300TINI6CL78UD591,31084,CA,06037,06037432902,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,31,1,1,2,2,205000.0,,3.29,,3,,,,,,,,,2,2,2,2,585000,1,1,3,5,1,,18.0,,9,9,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,3641,94.2,80000,87,616,952,63
2021,549300TINI6CL78UD591,31084,CA,06037,06037407701,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,3,0,2,2,31,1,1,1,2,205000.0,,,,3,,,,,,,,,2,2,2,2,485000,1,1,3,5,1,,14.0,,9,9,1,11.0,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,2,6,,,,,9,,,,5253,98.8,80000,82,463,771,56
2021,549300TINI6CL78UD591,31084,CA,06037,06037239801,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,4,0,2,2,31,1,1,1,2,205000.0,,,,3,,,,,,,,,2,2,2,2,,1,1,3,5,1,,26.0,,9,9,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,2,6,,,,,10,,,,3508,99.89,80000,45,345,830,76
2021,549300TINI6CL78UD591,31084,CA,06037,06037541300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,205000.0,,2.59,,3,,,,,,,,,2,2,2,2,615000,1,1,3,5,1,,36.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,5993,99.85,80000,71,991,1464,61
2021,549300TINI6CL78UD591,31084,CA,06037,06037533602,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,4,0,2,2,31,1,1,1,2,205000.0,,,,3,,,,,,,,,2,2,2,2,,1,1,3,5,1,,17.0,,9,9,1,14.0,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,5407,97.28,80000,55,357,1160,56
2021,549300TINI6CL78UD591,31084,CA,06037,06037543702,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,205000.0,,2.0,,3,,,,,,,,,2,2,2,2,675000,1,1,3,5,1,,18.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,7273,95.19,80000,113,1153,1798,59
2021,549300TINI6CL78UD591,31084,CA,06037,06037535400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,3,0,2,2,31,1,1,1,2,205000.0,,,,3,,,,,,,,,2,2,2,2,395000,1,1,3,5,1,,25.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,5,,,,3411,99.5,80000,44,241,749,65
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037541801,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,5,0,2,2,31,1,1,1,2,205000.0,,,,3,,,,,,,,12,2,2,2,2,,1,1,3,5,1,,50.0,,9,9,1,,,,,5.0,,,,,1,4,5.0,,,,,8.0,,,,,1,4,1,5,1,4,55-64,9999,Yes,,2,1,6,,,,,10,,,,5572,99.35,80000,70,583,1010,53
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037910001,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,2,31,1,1,1,2,205000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,20.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,1,1,6,,,,,10,,,,5941,80.68,80000,84,977,1543,31
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037541400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,8,2,2,31,1,1,1,2,205000.0,,3.11,,3,,,,,,,,1,2,2,2,2,415000,1,1,3,5,1,,22.0,,9,9,1,,,,,1.0,,,,,1,1,5.0,,,,,5.0,,,,,1,1,1,2,1,1,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,7085,99.45,80000,60,642,1388,55
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037910805,C,FHA:First Lien,Single Family (1-4 Units):Manufactured,Hispanic or Latino,American Indian or Alaska Native,Male,3,0,2,2,31,1,1,1,2,205000.0,,,,3,,,,,,,,1,2,2,2,2,,2,1,1,1,1,,22.0,,9,9,1,11.0,,,,5.0,,,,,2,4,1.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,1,1,6,,,,,5,,,,4818,32.11,80000,155,1278,1702,27
2021,254900F9ZTVTX763V835,31084,CA,06037,06037535300,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,71,2,2,32,1,1,1,2,215000.0,56.9,2.57,,3,,,,,,,,,2,2,2,2,385000,1,1,3,5,1,,14.0,,1,10,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,6021,99.85,80000,56,511,1412,64
2021,5493001FXF3J5C0QWQ87,31084,CA,06037,06037552301,C,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,5,2,1,31,1,1,2,2,215000.0,,5.75,,3,,,,,,,,,2,2,2,2,435000,1,1,3,5,1,,23.0,,2,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,4824,94.13,80000,133,752,1100,52
2021,5493001FXF3J5C0QWQ87,31084,CA,06037,06037910606,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,31,1,1,1,2,215000.0,,3.55,,3,,,,,,,,1,2,2,2,2,385000,1,1,3,5,1,,28.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,3366,87.90999999999998,80000,83,600,794,31
2021,549300TINI6CL78UD591,31084,CA,06037,06037111400,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,215000.0,,2.59,,3,,,,,,,,,2,2,2,2,685000,1,1,3,5,1,,43.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,>74,65-74,Yes,Yes,2,1,6,,,,,10,,,,7812,65.31,80000,97,986,1364,47
2021,549300TINI6CL78UD591,31084,CA,06037,06037502401,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,215000.0,,2.59,,3,,,,,,,,,2,2,2,2,625000,1,1,3,5,1,,23.0,,9,9,1,,,,,5.0,,,,,1,4,5.0,,,,,8.0,,,,,1,4,2,5,1,4,>74,9999,Yes,,1,1,6,,,,,10,,,,5041,94.74,80000,101,805,1072,59
2021,549300TINI6CL78UD591,31084,CA,06037,06037551000,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,1,2,2,2,31,1,1,1,2,215000.0,,3.53,,3,,,,,,,,,2,2,2,2,665000,1,1,3,5,1,,25.0,,9,9,1,11.0,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,7015,78.83,80000,120,1525,1753,57
2021,549300L4YRGOSZO6BP34,31084,CA,06037,06037532800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,5,2,2,32,1,1,1,2,215000.0,,3.08,,3,,,,,,,,1,1,2,2,2,505000,1,1,3,5,1,,60.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,55-64,9999,Yes,,2,1,6,,,,,10,,,,4381,99.57,80000,48,283,812,64
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037570502,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,4,0,2,2,31,1,1,2,2,215000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,7.0,,9,9,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,6531,83.43,80000,91,935,1631,67
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037463400,NC,Conventional:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,3,0,2,1,31,1,1,1,2,2165000.0,,,,3,,,,,,,,6,2,2,2,2,3505000,1,1,3,5,1,,14.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,2,6,,,,,9,,,,5699,59.5,80000,147,1028,1560,48
2021,549300TINI6CL78UD591,31084,CA,06037,06037544002,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,225000.0,,2.42,,3,,,,,,,,,2,2,2,2,515000,1,1,3,5,1,,19.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,2945,86.34999999999998,80000,129,670,809,66
2021,549300TINI6CL78UD591,31084,CA,06037,06037501900,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,2,31,1,1,1,2,225000.0,,,,3,,,,,,,,,2,2,2,2,,1,1,3,5,1,,42.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,55-64,Yes,Yes,2,1,6,,,,,10,,,,4192,76.15,80000,150,998,1324,60
2021,549300TINI6CL78UD591,31084,CA,06037,06037403801,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,31,1,1,1,2,225000.0,,3.02,,3,,,,,,,,,2,2,2,2,715000,1,1,3,5,1,,19.0,,9,9,1,,,,,5.0,,,,,1,4,5.0,,,,,8.0,,,,,1,4,1,5,1,4,>74,9999,Yes,,1,1,6,,,,,10,,,,6261,71.39,80000,131,1191,1415,51
2021,549300TINI6CL78UD591,31084,CA,06037,06037232110,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,4,0,2,2,31,1,1,1,2,225000.0,,,,3,,,,,,,,,2,2,2,2,,1,1,3,5,1,,22.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,2,1,2,2,65-74,65-74,Yes,Yes,1,1,6,,,,,10,,,,2979,99.63,80000,52,198,709,76
2021,549300CK7U1WMTIG6687,31084,CA,06037,06037910101,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,2,0,2,2,4,1,1,1,2,225000.0,,2.33,,3,,,,,,,,2,2,2,2,2,435000,1,1,3,5,1,,17.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,1681,89.17,80000,83,222,502,52
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037239801,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,2,2,225000.0,,3.43,,3,,,,,,,,,2,2,2,2,435000,1,1,3,5,1,,26.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,55-64,Yes,Yes,2,1,6,,,,,10,,,,3508,99.89,80000,45,345,830,76
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037406800,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Female,4,0,2,2,31,1,1,1,2,225000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,25.0,,9,9,1,,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,2,1,6,,,,,10,,,,4743,87.2,80000,116,1050,1251,57
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037240500,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,8,2,2,31,1,1,2,2,225000.0,,4.31,,3,,,,,,,,,2,2,2,2,395000,1,1,3,5,1,,14.0,,9,9,1,,,,,5.0,,,,,1,4,5.0,,,,,8.0,,,,,1,4,2,5,1,4,>74,9999,Yes,,2,2,6,,,,,10,,,,6548,99.74,80000,49,495,1390,57
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037535002,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,Race Not Available,Male,1,8,2,2,31,1,1,1,2,225000.0,,2.02,,3,,,,,,,,1,2,2,2,2,385000,1,1,3,5,1,,21.0,,9,9,1,11.0,,,,5.0,,,,,2,4,6.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,3518,97.53,80000,51,269,779,64
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037404401,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,5,0,2,2,31,1,1,1,2,225000.0,,,,3,,,,,,,,1,2,2,2,2,,1,1,3,5,1,,18.0,,9,9,1,,,,,1.0,,,,,1,1,5.0,,,,,5.0,,,,,1,1,1,2,1,1,65-74,>74,Yes,Yes,2,1,6,,,,,10,,,,3819,90.73,80000,90,452,921,63
2021,5493001FXF3J5C0QWQ87,31084,CA,06037,06037910705,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,2,2,235000.0,,3.43,,3,,,,,,,,,2,2,2,2,445000,1,1,3,5,1,,24.0,,9,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,12916,86.62999999999998,80000,106,2151,3079,14
2021,549300TINI6CL78UD591,31084,CA,06037,06037571701,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,1,2,2,2,31,1,1,1,2,235000.0,,2.56,,3,,,,,,,,,2,2,2,2,525000,1,1,3,5,1,,22.0,,9,9,1,,,,,1.0,,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,6287,91.87,80000,71,703,1546,57
2021,549300TINI6CL78UD591,31084,CA,06037,06037541605,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,31,1,1,1,2,235000.0,,2.42,,3,,,,,,,,,2,2,2,2,475000,1,1,3,5,1,,22.0,,9,9,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,5628,99.59,80000,66,565,1150,58
2021,549300TINI6CL78UD591,31084,CA,06037,06037920015,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,4,0,2,2,31,1,1,1,2,235000.0,,,,3,,,,,,,,,2,2,2,2,,1,1,3,5,1,,52.0,,9,9,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,6233,41.5,80000,206,1780,1927,25
2021,549300TINI6CL78UD591,31084,CA,06037,06037201120,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,2,2,2,31,1,1,1,2,235000.0,,2.48,,3,,,,,,,,,2,2,2,2,855000,1,1,3,5,1,,28.0,,9,9,1,12.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,1,1,6,,,,,10,,,,4176,94.32,80000,55,428,960,58
2021,549300TINI6CL78UD591,31084,CA,06037,06037199110,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,2,2,2,31,1,1,1,2,235000.0,,2.54,,3,,,,,,,,,2,2,2,2,655000,1,1,3,5,1,,15.0,,9,9,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,>74,9999,Yes,,1,1,6,,,,,10,,,,2500,92.48,80000,78,379,694,76
2021,549300SK2GVCQXPD4S58,31084,CA,06037,06037239701,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Joint,2,0,2,2,32,1,1,1,2,235000.0,,,,3,,,,,,,,12,2,2,2,2,425000,1,1,3,5,1,,18.0,>60%,1,9,1,11.0,,,,1.0,11.0,,,,2,2,5.0,,,,,5.0,,,,,2,2,1,2,2,2,65-74,65-74,Yes,Yes,2,1,6,,,,,10,,,,4919,99.9,80000,40,345,898,70
2021,549300S5YL3OH0IVCS62,31084,CA,06037,06037901010,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Female,1,0,2,2,2,1,1,1,2,235000.0,,2.665,,3,,,,,,,,1,2,2,2,2,445000,1,1,3,5,1,,10.0,,9,10,1,,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,2,5,2,4,65-74,9999,Yes,,2,2,6,,,,,10,,,,6036,61.78,80000,74,1149,1872,31
2021,549300OPCWU6E72WUT29,31084,CA,06037,06037535803,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,71,2,2,31,1,1,1,2,235000.0,,2.415,,3,,,,,,,,2,2,2,2,2,445000,1,1,3,5,1,,19.0,,9,10,1,11.0,,,,5.0,,,,,2,4,5.0,,,,,8.0,,,,,2,4,1,5,2,4,65-74,9999,Yes,,2,1,6,,,,,10,,,,4517,98.96,80000,62,326,890,62
2021,PAOOWF3GUFM46FBSP561,31084,CA,06037,06037540102,C,FHA:First Lien,Single Family (1-4 Units):Site-Built,Hispanic or Latino,White,Male,1,8,2,2,31,1,1,1,2,235000.0,,3.33,,3,,,,,,,,12,2,2,2,2,555000,1,1,3,5,1,,37.0,,9,9,1,,,,,5.0,,,,,1,4,5.0,,,,,8.0,,,,,1,4,1,5,1,4,55-64,9999,No,,2,1,6,,,,,10,,,,6696,97.39,80000,78,984,1526,66
